sigla;reh;vigencia_inicio;vigencia_fim;subgrupo;modalidade;classe;subclasse;detalhe;acessante;posto;unidade;vlr_tusd;vlr_te;vlr_total
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Hidropan;Fora ponta;R$/kW;;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Fora ponta;R$/kW;1191.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Fora ponta;R$/kW;1191.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Fora ponta;R$/kW;1191.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Fora ponta;R$/kW;1191.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CELETRO;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CELETRO;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERFOX;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERFOX;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cermissões;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cermissões;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certaja;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certaja;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certel;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certel;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERTHIL;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERTHIL;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cooperluz;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cooperluz;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;COPREL;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;COPREL;Não se aplica;R$/MWh;2616.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creluz-D;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creluz-D;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Hidropan;Não se aplica;R$/MWh;;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Hidropan;Não se aplica;R$/MWh;;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Não se aplica;R$/MWh;1308.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CELETRO;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CELETRO;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERFOX;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERFOX;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cermissões;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cermissões;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certaja;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certaja;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certel;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Certel;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERTHIL;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;CERTHIL;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cooperluz;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cooperluz;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;COPREL;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;COPREL;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creluz-D;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creluz-D;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Ponta;R$/kW;2867.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Hidropan;Ponta;R$/kW;;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Hidropan;Ponta;R$/kW;;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Ponta;R$/kW;1322.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;MuxEnergia;Ponta;R$/kW;1322.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Ponta;R$/kW;1322.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Distribuição;Não se aplica;Não se aplica;Não se aplica;Nova Palma;Ponta;R$/kW;1322.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1323.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1323.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;2303.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;2303.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;11938.0;28504.0;40442.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;11938.0;28504.0;40442.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;11938.0;3282.0;15220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;11938.0;3282.0;15220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Não se aplica;R$/kW;2553.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Não se aplica;R$/kW;2553.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;2553.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;2553.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;159669.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;159669.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;169304.0;45822.0;215126.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;169304.0;45822.0;215126.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;169304.0;3282.0;172586.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;169304.0;3282.0;172586.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Não se aplica;R$/MWh;24764.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B;Distribuição;Não se aplica;Não se aplica;Não se aplica;Ceriluz;Não se aplica;R$/MWh;24764.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Não se aplica;R$/MWh;24764.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B;Distribuição;Não se aplica;Não se aplica;Não se aplica;Creral;Não se aplica;R$/MWh;24764.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B;Geração;Não se aplica;Não se aplica;TIPO 01;Não se aplica;Não se aplica;R$/kW;601.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B;Geração;Não se aplica;Não se aplica;TIPO 01;Não se aplica;Não se aplica;R$/kW;601.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B;Geração;Não se aplica;Não se aplica;TIPO 02;Não se aplica;Não se aplica;R$/kW;1774.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B;Geração;Não se aplica;Não se aplica;TIPO 02;Não se aplica;Não se aplica;R$/kW;1774.0;;
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Fora ponta;R$/MWh;36002.0;29002.0;65004.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Fora ponta;R$/MWh;36002.0;29002.0;65004.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Fora ponta;R$/MWh;36002.0;378.0;36380.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Fora ponta;R$/MWh;36002.0;378.0;36380.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Intermediário;R$/MWh;74557.0;29002.0;103559.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Intermediário;R$/MWh;74557.0;29002.0;103559.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Intermediário;R$/MWh;74557.0;378.0;74935.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Intermediário;R$/MWh;74557.0;378.0;74935.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Ponta;R$/MWh;113112.0;4632.0;117744.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Ponta;R$/MWh;113112.0;4632.0;117744.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Ponta;R$/MWh;113112.0;378.0;113490.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Ponta;R$/MWh;113112.0;378.0;113490.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Desconto Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40212.0;28142.0;68354.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Desconto Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40212.0;1477.0;41689.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Desconto Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Desconto Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;26865.0;66504.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;26865.0;66504.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional pré-pagamento;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;2828.0;42467.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional pré-pagamento;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;39639.0;1615.0;41254.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2025-06-19;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40212.0;28142.0;68354.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40212.0;1477.0;41689.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;51775.0;30445.0;82220.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;51775.0;378.0;52153.0
RGE;REH Nº 3.473, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-18;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;39639.0;26865.0;66504.0
