sigla;reh;vigencia_inicio;vigencia_fim;subgrupo;modalidade;classe;subclasse;detalhe;acessante;posto;unidade;vlr_tusd;vlr_te;vlr_total
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;1078.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;1078.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;3553.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;3553.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;1078.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;1078.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;8692.0;32541.0;41233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;8692.0;32541.0;41233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;8692.0;4608.0;13300.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;8692.0;4608.0;13300.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;1325.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;1325.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;3553.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;3553.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;1325.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;1325.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;8692.0;52653.0;61345.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;8692.0;52653.0;61345.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;8692.0;4608.0;13300.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;8692.0;4608.0;13300.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A3;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1051.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A3;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1051.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;16666.0;32926.0;49592.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;16666.0;32926.0;49592.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;426.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;426.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;426.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;426.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;16666.0;53038.0;69704.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;16666.0;53038.0;69704.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1374.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;1374.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;9427.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;16666.0;32926.0;49592.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;16666.0;32926.0;49592.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;16666.0;4993.0;21659.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Não se aplica;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Não se aplica;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;2296.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;112732.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;112732.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;119971.0;53038.0;173009.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;119971.0;53038.0;173009.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;119971.0;4993.0;124964.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;A4;Verde;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;119971.0;4993.0;124964.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B;Geração;Não se aplica;Não se aplica;TIPO 01;Não se aplica;Não se aplica;R$/kW;29.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B;Geração;Não se aplica;Não se aplica;TIPO 01;Não se aplica;Não se aplica;R$/kW;29.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B;Geração;Não se aplica;Não se aplica;TIPO 02;Não se aplica;Não se aplica;R$/kW;133.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B;Geração;Não se aplica;Não se aplica;TIPO 02;Não se aplica;Não se aplica;R$/kW;133.0;;
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40087.0;33242.0;73329.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40087.0;33242.0;73329.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Fora ponta;R$/MWh;40087.0;5309.0;45396.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Fora ponta;R$/MWh;40087.0;5309.0;45396.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Intermediário;R$/MWh;65769.0;33242.0;99011.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Intermediário;R$/MWh;65769.0;33242.0;99011.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Intermediário;R$/MWh;65769.0;5309.0;71078.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Intermediário;R$/MWh;65769.0;5309.0;71078.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Ponta;R$/MWh;91451.0;53354.0;144805.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;Não se aplica;Não se aplica;Ponta;R$/MWh;91451.0;53354.0;144805.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Ponta;R$/MWh;91451.0;5309.0;96760.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Branca;Residencial;Residencial;SCEE;Não se aplica;Ponta;R$/MWh;91451.0;5309.0;96760.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Desconto Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;41885.0;33544.0;75429.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Desconto Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;41885.0;3935.0;45820.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Desconto Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Desconto Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;32129.0;72551.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;32129.0;72551.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Baixa Renda;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Baixa Renda;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;41885.0;33544.0;75429.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;41885.0;3935.0;45820.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Desconto Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;32129.0;72551.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 01;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 01;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;32129.0;72551.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 02;Não se aplica;Não se aplica;Não se aplica;R$/MWh;40422.0;33544.0;73966.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B1;Convencional pré-pagamento;Residencial;Residencial Tarifa Social – faixa 02;SCEE;Não se aplica;Não se aplica;R$/MWh;40422.0;3935.0;44357.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
